ID,var_rpta_alt
586016#485242#595100,0
514889#753202#327140,1
549435#659770#420572,0
568830#143278#944826,1
599967#658458#421884,0
368600#725286#355056,1
402276#190086#898149,1
211791#158435#929677,1
194017#157164#930935,0
568343#245912#837085,0
50729#607844#472498,1
64841#661115#419227,0
32506#474811#605531,0
298681#359503#720358,0
258201#275263#807765,0
343769#490798#589544,0
108637#669243#411099,0
573228#899047#181295,0
557759#830562#249780,1
303250#996924#83418,0
45942#686401#393941,0
552880#1014026#66316,0
25092#755118#325224,1
345258#891037#189305,0
490318#585237#495105,0
211598#115060#972760,1
447424#786074#294268,1
38284#993001#87341,0
500525#766199#314143,1
118934#289265#793797,0
78873#211959#870798,0
599828#400640#679269,1
390861#958856#121486,1
517434#476984#603358,0
472342#717782#362560,0
97294#601091#479251,0
62125#134294#953743,0
343785#405798#674125,0
307174#587618#492724,0
385803#405711#674209,1
607360#1015698#64644,1
282394#129314#958537,0
532198#249271#833729,1
83679#413136#666778,1
62891#660824#419518,1
260489#304874#778233,1
423974#1054944#25398,1
163589#335500#745083,1
145080#719717#360625,0
534950#64691#1040317,0
432488#38378#1066708,1
127281#1024770#55572,0
263133#764398#315944,0
365954#963555#116787,0
621006#869232#211110,0
1537#662804#417538,1
385383#429472#650525,1
596583#853677#226665,0
62326#575667#504675,0
492212#512892#567450,1
70649#706236#374106,0
107978#308335#774786,1
116924#394712#685199,0
116237#321058#762097,1
535184#321166#761988,0
518640#60646#1044332,1
569767#842578#237764,0
528359#98969#988808,0
371670#852000#228342,0
606047#402008#677910,1
402895#628970#451372,0
468713#214962#867794,1
192601#967709#112633,0
546457#142654#945444,0
237510#440766#639545,0
292722#837975#242367,1
209420#360356#719506,0
387630#819710#260632,0
346177#683360#396982,0
75605#829449#250893,0
532512#979429#100913,1
102925#81267#1023983,1
121436#1023137#57205,0
590277#732556#347786,1
67147#842165#238177,0
463826#950428#129914,0
117001#210377#872364,1
53528#88889#1016408,0
272090#255738#827244,1
489424#288609#794456,0
575989#173271#914852,0
456178#508705#571637,0
397044#307779#775341,1
124737#204864#880387,0
250004#764649#315693,0
286956#539700#540642,0
271544#626197#454145,0
347689#1038672#41670,0
596790#570385#509957,0
342497#756206#324136,1
504760#835809#244533,1
336906#247457#835546,1
429636#78594#1026536,1
103614#970064#110278,1
386811#265703#817297,1
294750#677306#403036,1
251683#626708#453634,1
350214#58917#1046058,1
163154#734372#345970,0
587839#716068#364274,1
43286#575594#504748,0
182605#976480#103862,1
393407#397547#682355,1
613051#500556#579786,0
338278#799066#281276,0
121052#565643#514699,1
235588#855418#224924,1
151292#952460#127882,0
91963#275522#807506,1
521981#616531#463811,1
374931#855873#224469,1
563404#668696#411646,1
357036#738907#341435,1
270848#714401#365941,1
391426#999459#80883,0
415767#41418#1063679,0
384390#831262#249080,0
89694#922413#157929,0
300911#328321#754834,1
520545#694640#385702,0
468700#278344#804695,0
447067#473596#606746,0
270162#607669#472673,0
120319#107194#980596,0
464294#382653#697197,0
323449#63276#1041717,0
133289#395468#684443,1
219403#514615#565727,0
538073#779778#300564,1
396576#369830#710024,0
148553#703370#376972,0
514563#141751#946349,0
303190#419783#660207,1
202598#125634#962197,1
41065#631509#448833,0
372245#985869#94473,0
524031#254785#828206,0
283257#16957#1000035,1
609398#632782#447560,1
197741#636679#443663,1
168412#568694#511648,0
255774#226120#856693,1
93124#762191#318151,0
1455#834908#245434,1
588889#98033#989731,1
629614#162808#925305,1
405356#55452#1049505,0
315719#20629#885461,0
308120#29311#728049,0
313913#26573#885024,0
315675#16825#1013807,0
404424#2269#1075531,0
309490#10770#1079885,0
313006#23528#1001101,0
120975#10273#1012336,1
206923#437907#642385,1
121893#764643#315699,0
82505#784499#295843,0
538050#570954#509388,0
304899#472522#607820,0
167842#955486#124856,0
459889#742604#337738,0
586773#429424#650572,0
214747#804114#276228,1
303946#1076969#3373,1
356272#1004031#76311,0
116573#625243#455099,0
50707#539322#541020,0
125615#488638#591704,1
589271#427608#652375,1
505304#897471#182871,0
4219#1010684#69658,1
354258#965127#115215,1
90124#236327#846597,0
249951#213111#869645,0
453704#366342#713511,1
539363#825072#255270,1
203124#124998#962827,1
49879#779610#300732,0
11514#1025364#54978,0
351015#870786#209556,0
284312#474106#606236,1
484667#381327#698525,1
82757#234867#848003,1
466967#877525#202817,0
284362#471980#608362,0
519286#263943#819049,1
377844#59902#1045074,1
522374#698592#381750,1
371486#426573#653407,1
286592#281650#801399,1
50157#1046105#34237,0
85870#167565#920566,1
414541#228494#854333,1
413059#122359#965457,1
100955#478174#602168,0
275909#116675#971137,0
563722#1031042#49300,0
52417#143623#944480,0
194484#177737#910379,1
589513#756098#324244,1
46610#462974#617368,0
297170#691743#388599,1
341956#305615#777490,1
374933#38427#1066660,0
372721#58675#1046307,0
391426#999516#80826,0
282952#539256#541086,0
615428#772023#308319,0
127842#334626#745963,0
4425#1010672#69670,0
201333#107023#980765,0
285039#381193#698662,1
94408#261764#821222,1
189280#717893#362449,0
501916#239049#843961,1
489434#1011370#68972,0
204797#136709#951393,1
329134#159203#928906,1
426871#1062249#18093,0
470811#65517#1039498,0
35108#644803#435539,0
195368#333706#746872,1
582#89225#1016083,0
242404#82340#1022908,0
517474#730219#350123,1
188079#495127#585215,1
593176#803513#276829,1
523075#1025716#54626,1
516726#370425#709424,1
48297#88684#1016614,0
245836#668317#412025,0
242588#415927#664044,1
110886#746564#333778,0
389406#162004#926102,1
421885#752073#328269,1
387987#247954#835048,1
443677#1076507#3835,1
246810#439727#640578,0
441127#174037#914077,1
73851#242638#840369,0
249365#776086#304256,0
531031#1050911#29431,0
31861#950001#130341,0
168104#528388#551954,0
396087#75132#1029925,1
493954#278542#804498,1
634670#101821#985949,0
419705#975703#104639,1
550116#232629#850203,0
403723#862333#218009,1
619678#257337#825642,0
262882#603495#476847,1
156725#585147#495195,0
174635#195671#892584,1
103575#816170#264172,0
573238#726287#354055,0
270516#473155#607187,1
375385#397895#682006,0
279542#875423#204919,0
309669#642124#438218,0
302441#1041853#38489,0
421867#38783#1066304,1
45046#489080#591262,0
626126#819675#260667,1
151483#362896#716960,1
200633#870412#209930,0
208492#850643#229699,1
24218#752882#327460,0
71266#854074#226268,0
71756#947499#132843,0
588611#911802#168540,1
539279#868338#212004,0
198130#101088#986687,0
153277#305467#777638,1
145048#970971#109371,0
414956#987814#92528,0
129071#489318#591024,1
88682#504746#575596,1
405982#1001345#78997,0
491458#702061#378281,1
173363#682842#397500,1
303250#996969#83373,0
329964#592660#487682,0
602268#1018442#61900,0
177622#178041#910075,1
304080#273791#809224,1
342432#171178#916958,0
522015#697514#382828,0
12434#634389#445953,0
439093#869301#211041,0
64029#686621#393721,0
139110#107891#979903,0
270506#955533#124809,0
49649#41676#1063428,1
43316#236322#846602,0
462398#458420#621925,1
433690#819471#260871,1
434080#996552#83790,1
13841#183672#904463,1
18906#557762#522580,1
534631#795516#284826,1
196497#255204#827785,1
127163#771614#308728,0
394896#671610#408732,0
380283#804526#275816,1
370911#1007129#73213,0
27716#1002380#77962,0
24428#857190#223152,0
144516#525693#554649,0
359159#225632#857178,0
122488#131965#955931,0
215633#430571#649446,1
169818#45209#1059616,1
508510#130875#956975,0
355097#884209#196133,1
446764#285906#797158,1
220887#803136#277206,0
225264#120627#967196,1
18656#878739#201603,0
549969#169940#918190,1
347813#414014#665909,0
320946#358721#721139,0
598952#612956#467386,1
428403#704457#375885,1
592450#194205#894048,1
344259#811180#269162,0
416666#313181#769956,0
294924#946036#134306,0
572465#215560#867203,1
111164#1061137#19205,1
64805#500514#579828,1
455924#135859#952230,1
134118#324689#758440,0
542323#334796#745787,0
203048#426114#653862,1
138133#610174#470168,0
120571#181248#906886,0
211837#215860#866906,1
319142#193075#895172,1
71856#172432#915691,1
286110#473845#606497,0
228304#708485#371857,0
581229#650977#429365,0
32758#790544#289798,0
15826#697275#383067,1
584503#905405#174937,1
369965#250872#832126,1
459429#274743#808279,1
7078#209090#873637,0
263899#891985#188357,1
224995#862118#218224,1
35782#701107#379235,1
582197#429954#650048,1
136845#171402#916732,1
256444#512923#567419,0
137450#806155#274187,1
179417#524433#555909,0
167522#860761#219581,1
521592#646837#433505,0
152069#335577#745008,0
559415#395146#684766,1
121885#712875#367467,0
358695#444991#635339,1
64562#451069#629290,0
126198#911937#168405,0
130624#345430#735252,0
563013#508473#571869,1
484343#771156#309186,0
230293#79338#1025830,1
369529#121431#966388,0
462172#867247#213095,0
208568#575427#504915,1
622110#736115#344227,0
502755#884113#196229,1
353946#244223#838774,0
241805#674680#405662,0
500155#854144#226198,1
490431#352026#727848,1
462638#1008454#71888,0
595277#318875#764261,0
601497#781315#299027,0
39693#256210#826774,1
387184#377105#702751,1
167422#1072104#8238,0
478395#874425#205917,0
617190#1033909#46433,1
336929#563653#516689,0
160096#560612#519730,0
189367#369494#710362,1
533296#485165#595177,0
227235#384970#694888,1
414423#1052978#27364,1
511628#165252#922865,1
458301#675191#405151,1
414812#174996#913111,1
624843#250530#832471,1
527335#656890#423452,0
100033#893248#187094,0
138134#1080197#145,0
284214#814273#266069,0
235914#207891#874820,1
24935#986832#93510,1
497063#352954#726918,1
6672#471985#608357,1
111130#436247#644002,1
632785#366972#712888,0
315759#477194#603148,1
595662#294711#788384,0
384893#389179#690674,1
284994#900820#179522,1
369482#380818#699037,1
20482#100723#987058,1
207370#348959#731787,0
116423#110052#977746,1
185761#426399#653580,0
130686#103329#984444,1
482570#534389#545953,0
389705#183446#904693,1
448804#108506#979288,1
552893#110458#977341,0
386878#636269#444073,0
486775#618132#462210,0
141905#736203#344139,0
254132#246835#836160,1
315511#626922#453420,0
515427#679126#401216,0
166330#447892#632462,1
131694#180015#908108,0
518737#138081#950016,0
240120#770455#309887,0
116194#786218#294124,1
501352#950978#129364,1
600948#222221#860571,1
379977#119524#968304,1
559789#357703#722160,1
466176#541019#539323,1
251054#621183#459159,1
224394#1037944#42398,0
586757#657500#422842,1
418571#771134#309208,1
479932#320133#763024,1
467086#209361#873367,0
124598#694543#385799,0
436043#164571#923548,1
440406#108454#979340,0
148051#1027687#52655,0
400420#118817#969014,0
228172#844586#235756,1
11070#148639#939453,0
74380#407514#672403,0
496544#456112#624214,1
562111#331674#748890,1
85169#541363#538979,1
64966#405255#674668,1
1197#733165#347177,1
574053#765633#314709,1
615705#355523#724341,1
593450#406685#673237,1
611710#163962#924156,0
390931#607674#472668,0
97326#249113#833889,0
42822#1080330#12,0
25762#644191#436151,0
523026#158521#929590,1
509498#724272#356070,1
232597#223211#859590,1
532873#254644#828347,0
100504#475649#604693,0
297710#1031566#48776,0
455598#683478#396864,0
1272#256404#826581,0
633379#77536#1027550,1
248474#1039455#40887,1
137215#624268#456074,0
408546#746989#333353,0
132329#259476#823510,0
572071#737946#342396,1
570540#473263#607079,0
368108#1047404#32938,0
172733#675412#404930,0
236224#496791#583551,0
122110#882212#198130,0
466422#817946#262396,0
160936#1057865#22477,0
542428#572160#508182,1
605883#407701#672216,1
143608#622199#458143,0
286202#143914#944187,1
460920#783670#296672,1
548743#782811#297531,1
431441#111229#976578,0
271600#454472#625873,1
63801#945918#134424,0
616563#665811#414531,1
221498#1054852#25490,1
251212#604290#476052,0
292347#189583#898647,1
175811#371972#707880,1
88940#205148#880105,1
630072#216346#866425,1
496133#1006445#73897,0
510261#377132#702724,0
396976#58398#1046581,1
19176#573623#506719,0
388245#1061600#18742,0
554894#109364#978434,1
287536#695076#385266,0
167266#857301#223041,0
209231#645731#434611,1
548982#754691#325651,0
353302#194189#894064,0
393940#71699#1033364,1
292732#406945#672977,1
122359#161746#926358,0
503871#217333#865441,0
207775#376530#703323,0
619251#206695#878600,1
39572#485428#594914,1
492322#809663#270679,1
73813#206440#878843,0
300453#153790#934322,0
270938#458705#621638,0
295608#719926#360416,0
481273#261512#821477,1
508315#241987#841027,1
222488#1078753#1589,0
42311#106429#981356,0
209439#754380#325962,0
118457#394403#685510,1
100501#158991#929119,1
418479#224294#858509,1
342843#318342#764796,1
321202#57248#1047707,0
618600#186071#902079,1
624366#274147#808873,1
277831#785080#295262,0
23083#744428#335914,1
542843#672687#407655,0
350484#769271#311071,0
484099#201645#886625,1
545087#810129#270213,1
595283#200690#887579,1
161545#155929#932166,0
511938#243277#839726,0
503949#1052106#28236,0
367549#100646#987132,1
346024#59380#1045594,1
467800#121230#966591,0
337332#251842#831164,0
207239#845105#235237,1
549055#754416#325926,1
16404#818255#262087,0
62620#182674#905460,0
521676#366310#713542,1
344007#100369#987407,0
111581#895727#184615,1
540659#852626#227716,0
466722#980452#99890,0
233536#721101#359241,1
505724#1065139#15203,0
386347#268664#814345,0
490124#904956#175386,0
421611#568230#512112,0
230419#428520#651478,1
432167#704683#375659,1
377945#562611#517731,1
8357#824099#256243,1
419162#158438#929675,0
580267#809684#270658,1
258653#988175#92167,1
613309#894667#185675,0
51676#699533#380809,0
412272#408447#671469,0
115512#786784#293558,1
65401#391511#688395,0
205709#286183#796880,1
81622#752056#328286,1
390062#820199#260143,0
405029#991422#88920,0
160895#1074804#5538,0
79164#105093#982682,1
533775#604574#475768,0
287919#114972#972849,0
429559#159512#928591,0
497636#411195#668726,0
110199#556803#523539,1
456656#241959#841055,1
29937#673771#406571,0
52173#667547#412795,0
619981#253062#829946,0
377433#1063804#16538,1
303078#753519#326823,1
319422#349407#731349,1
414503#1057843#22499,0
286095#184661#903482,0
271801#553861#526481,1
437270#817472#262870,1
300806#201760#886512,1
537570#88506#1016792,0
80425#867109#213233,0
76793#1040706#39636,0
438637#743707#336635,0
2575#672348#407994,1
364397#964797#115545,0
161767#428013#651976,1
465488#1047172#33170,0
104516#1056755#23587,0
181280#967990#112352,1
147333#510568#569774,0
152428#88392#1016910,1
582582#143824#944280,0
399685#801095#279247,0
120590#120688#967134,0
229641#1008464#71878,1
204403#450646#629726,0
556864#640244#440098,0
18813#780850#299492,0
139594#516510#563832,0
421557#235702#847193,1
568879#886905#193437,0
177155#89121#1016185,0
349473#869990#210352,1
507638#560538#519804,1
311703#1047898#32444,0
299192#951980#128362,1
346684#689258#391084,1
234742#684090#396252,0
229225#731002#349340,0
293504#943480#136862,1
424915#830231#250111,1
29539#463293#617049,1
549675#1018742#61600,1
462326#870639#209703,1
159058#80586#1024651,1
111915#103594#984178,0
54367#760530#319812,1
158241#132265#955647,1
540989#987161#93181,1
302087#751922#328420,1
47186#94699#993075,0
285233#198403#889860,1
102436#281983#801065,0
309871#550751#529591,0
248443#711471#368871,0
55194#1062510#17832,1
223160#847376#232966,1
464804#709361#370981,0
5947#33996#1071032,0
244367#361197#718665,0
127316#414453#665475,0
65496#968230#112112,0
361641#1051383#28959,0
95022#152414#935684,0
415616#292266#790800,1
131984#444310#636013,1
180253#140873#947227,0
625997#888786#191556,1
296824#570745#509597,0
385654#417144#662853,1
518012#350586#730182,1
213175#1031040#49302,1
37763#90928#1014419,0
274009#147731#940363,1
535772#1058483#21859,1
180717#801794#278548,0
624329#335483#745101,1
224388#330589#750119,1
54666#624262#456080,0
258280#1045559#34783,0
502391#764052#316290,0
255472#599861#480481,1
362324#975618#104724,0
619187#455211#625130,0
84418#101463#986309,1
182155#596606#483736,0
422586#809250#271092,1
26715#524755#555587,1
410650#605822#474520,0
178248#707837#372505,0
405953#100350#987425,1
384826#608018#472324,1
126347#494646#585696,0
622483#822321#258021,0
513132#616319#464023,1
303268#585803#494539,1
611629#708184#372158,1
547661#442962#637342,1
529393#901463#178879,0
212577#254703#828288,1
104814#97096#990677,1
450627#465067#615275,0
568653#639144#441198,0
524875#56638#1048311,1
546518#185035#903104,1
11271#850937#229405,1
350236#486630#593712,1
512579#318097#765042,1
251638#283552#799503,1
263125#980464#99878,0
397362#190799#897440,0
336917#619808#460534,0
198900#1010269#70073,1
381185#469787#610555,1
198710#963677#116665,0
536710#290729#792326,1
172931#676079#404263,0
305290#597797#482545,0
49221#604168#476174,0
278980#94227#993551,0
243854#588619#491723,1
255686#612322#468020,0
320933#418621#661376,0
83138#497480#582862,0
68323#369326#710532,1
616231#381506#698347,1
426020#1063846#16496,0
117628#837474#242868,0
495933#836595#243747,1
152971#1056922#23420,0
205977#899993#180349,0
534909#39609#1065486,1
153936#753553#326789,1
296460#474890#605452,0
416528#873038#207304,0
205601#664277#416065,1
564873#259583#823402,1
10365#871007#209335,1
314606#670905#409437,1
43932#1009835#70507,0
369649#193712#894539,0
484795#61621#1043360,0
207941#420905#659084,1
525833#1037316#43026,1
15764#38825#1066265,0
111821#623703#456639,0
145663#481604#598738,1
416965#513086#567256,1
152624#576701#503641,0
47471#897669#182673,1
540443#856193#224149,1
413305#556036#524306,1
538440#844952#235390,1
302821#845325#235017,0
447614#870858#209484,1
71531#415367#664586,0
25879#451016#629344,0
479537#444170#636153,0
534820#642200#438142,0
42968#545944#534398,0
520960#646884#433458,1
432757#227492#855334,1
15328#729397#350945,0
406750#201288#886982,0
130626#424217#655769,1
410611#963101#117241,0
226316#610964#469378,0
201925#902766#177576,0
405535#999654#80688,1
549717#754383#325959,0
157277#93677#994098,0
24105#858787#221555,0
108076#1039355#40987,0
324592#107802#979993,0
502619#85286#1019973,0
465021#482148#598194,1
442046#412051#667865,1
241366#709384#370958,0
66473#607445#472897,0
264024#223148#859651,1
253651#377632#702230,1
513435#439855#640450,1
148185#146143#941950,0
250184#1012277#68065,1
570695#650533#429809,1
503871#799155#281187,0
404771#705615#374727,1
203495#632789#447553,1
418130#609234#471108,1
89544#647932#432410,1
445219#593838#486504,0
115856#787362#292980,0
205900#485482#594860,0
520078#1034363#45979,1
159583#586551#493791,0
23453#862301#218041,1
548456#851565#228777,0
388857#804100#276242,1
253022#984628#95714,1
321068#58518#1046464,0
166119#248549#834453,1
631828#450678#629692,1
67264#806144#274198,0
124763#532084#548258,0
391755#602613#477729,0
187951#874118#206224,1
540536#492155#588187,0
80856#135689#952399,1
202141#251791#831211,0
618485#159371#928736,0
458694#389301#690550,1
37495#711530#368812,0
209171#464541#615801,0
401398#990466#89876,1
41545#487386#592956,1
75907#660335#420007,0
355646#868380#211962,1
596740#665333#415009,1
164690#815747#264595,0
264465#761544#318798,0
431954#528234#552108,1
103125#1037268#43074,0
105055#160983#927125,1
28803#1027286#53056,1
465132#947630#132712,0
361991#610160#470182,1
368420#1063918#16424,1
516765#771432#308910,0
535515#60299#1044679,0
300255#827209#253133,0
402300#66496#1038536,1
344700#1033688#46654,0
429510#1054683#25659,0
624810#699810#380532,0
73875#706076#374266,0
522872#1002540#77802,0
56690#803199#277143,0
440493#248798#834206,0
258929#464531#615811,0
172689#835642#244700,0
389116#803946#276396,0
254311#594028#486314,0
24533#613807#466535,0
454284#45250#1059575,1
414230#34541#1070498,0
251136#688624#391718,1
286855#671431#408911,1
298744#382795#697055,0
260617#329691#751009,1
366052#790034#290308,0
173096#266857#816151,0
7680#867158#213184,0
120446#501209#579133,0
221734#442733#637572,1
292107#447367#632980,0
423889#455078#625264,1
285284#175836#912261,0
610187#536726#543616,0
457890#153875#934238,1
204002#638518#441824,0
193129#595299#485043,0
607087#636291#444051,1
590921#733585#346757,0
597925#118530#969304,1
27820#1001942#78400,1
24935#986836#93506,1
119257#691076#389266,0
627606#778981#301361,1
53043#649876#430466,0
589353#733220#347122,0
492907#561591#518751,1
541397#665069#415273,1
349287#869387#210955,1
455977#1067461#12881,0
462927#871738#208604,0
362316#1007314#73028,0
130880#545258#535084,0
311484#665461#414881,0
152651#777795#302547,0
538214#232367#850470,0
206196#857751#222591,0
613988#643649#436693,1
205990#609863#470479,0
141253#747177#333165,0
311655#498634#581708,1
183362#98453#989314,1
630291#734378#345964,0
82475#784278#296064,1
352285#112427#975388,1
17310#456347#623977,1
474546#618233#462109,0
120061#476543#603799,0
496095#973732#106610,0
173135#621132#459210,0
465084#947319#133023,0
153018#95841#991935,0
227900#955817#124525,0
506130#825744#254598,0
41562#623899#456443,0
350960#702134#378208,0
420918#1076613#3729,1
153423#153080#935023,1
151553#549509#530833,0
58357#607049#473293,1
182453#982927#97415,1
46722#385781#694070,0
602427#354728#725139,1
29539#463126#617216,1
365559#1006887#73455,1
333006#1030727#49615,0
140696#950420#129922,0
15682#496622#583720,0
154304#311798#771345,1
313948#649466#430876,1
148555#500929#579413,0
596022#156033#932063,0
115602#796787#283555,0
502721#211955#870802,1
40474#757162#323180,0
624100#572076#508266,1
240793#176112#911984,0
226624#652096#428246,1
324099#989143#91199,0
224605#480055#600287,0
247041#85176#1020084,0
632177#284846#798208,1
533885#1027710#52632,0
198440#964019#116323,0
349831#56930#1048022,0
358153#38405#1066682,1
561715#240920#842101,1
356164#373817#706037,1
176172#644187#436155,0
94418#916587#163755,0
239397#1016261#64081,1
68585#90884#1014461,0
540747#574636#505706,1
348496#820327#260015,0
36053#641271#439071,0
484470#607014#473328,1
343520#762820#317522,1
498655#1000527#79815,0
542814#231581#851251,1
562112#945006#135336,1
624406#872847#207495,0
583622#370328#709521,1
375354#423349#656634,1
248665#813366#266976,1
414831#269596#813416,0
526313#664411#415931,1
69916#660259#420083,0
218167#115009#972812,1
173661#313734#769404,1
313078#736373#343969,0
302628#846445#233897,0
374840#592376#487966,0
63125#868436#211906,0
67298#650370#429972,0
532399#656277#424065,1
378#1079252#1090,0
185429#428157#651839,1
196940#101399#986374,0
433125#209076#873651,1
495052#267181#815828,1
171464#339584#741060,1
519365#211457#871296,1
546125#452509#627845,1
364832#53722#1051228,1
91694#478709#601633,1
524761#364485#715366,1
478803#868122#212220,1
423824#357319#722545,0
283762#119968#967856,1
543350#215649#867115,0
590347#951352#128990,1
382318#127404#960444,0
109736#198432#889831,0
380784#405765#674156,1
20635#1024515#55827,0
141437#287089#795976,0
158102#972921#107421,0
265606#718330#362012,1
596281#739130#341212,0
45917#288984#794079,0
375058#239179#843832,0
403620#285661#797398,1
263026#982946#97396,1
469446#644647#435695,1
601844#684091#396251,1
443992#178005#910111,1
170864#910837#169505,0
531401#644077#436265,0
412620#466453#613889,1
47753#523441#556901,0
318279#789848#290494,0
623766#870067#210275,0
373838#1077185#3157,0
314788#1077309#3033,0
525076#256535#826445,1
626442#867136#213206,0
224260#568391#511951,0
94426#788890#291452,1
124481#112933#974878,1
365133#1045385#34957,1
465106#947590#132752,1
236347#624663#455679,1
156111#1060996#19346,1
349839#160882#927227,1
165998#1074442#5900,0
265748#451055#629305,1
592130#430706#649317,0
169342#867383#212959,0
151622#803055#277287,0
245136#647426#432916,0
240548#204904#880346,1
435848#421114#658874,1
499386#1004359#75983,0
508619#859883#220459,1
150998#1057820#22522,1
429833#348075#732661,1
583295#38381#1066705,0
98890#307473#775651,1
446644#469559#610783,0
487566#768268#312074,0
362254#121382#966439,0
288400#394209#685702,0
83732#785649#294693,0
385228#505149#575193,1
477251#154500#933615,0
173146#471208#609134,0
573090#244318#838676,1
328422#1016006#64336,0
31410#160797#927311,1
197548#105814#981965,1
632833#52757#1052196,0
205271#1014315#66027,1
173820#972017#108325,0
206975#977229#103113,0
566365#153104#935000,0
362432#211490#871264,1
140142#606336#474006,0
579229#66321#1038706,0
228059#594906#485436,0
171759#474624#605718,0
77914#306416#776699,0
269136#165432#922686,0
144712#424682#655297,0
400350#620033#460309,1
364808#401354#678559,0
400829#997995#82347,0
569364#447638#632709,0
610187#536794#543548,0
502465#685416#394926,0
287862#696814#383528,1
622755#962176#118166,1
634179#961510#118832,1
499969#599211#481131,1
342689#272922#810094,1
111627#962292#118050,0
344624#74464#1030585,1
241240#472222#608120,0
269370#974252#106090,0
617701#51546#1053395,0
195487#230348#852489,0
541041#651328#429014,0
231973#1072416#7926,1
139622#320173#762984,1
246657#919465#160877,0
184635#205083#880170,0
583843#65475#1039540,0
523461#945425#134917,0
456481#137105#950999,0
556771#232994#849838,1
173023#469131#611211,1
412907#137991#950108,0
544385#156768#931334,1
341718#671131#409211,0
195227#626579#453763,0
263252#983842#96500,0
391036#214442#868318,0
15753#634255#446087,0
530981#81244#1024007,0
197256#1051889#28453,0
13766#692602#387740,1
72492#801812#278530,0
456208#446785#633560,1
77794#611353#468989,0
96907#844998#235344,0
479639#342307#738359,1
100601#649748#430594,1
525563#635353#444989,0
15019#569983#510359,0
337813#486109#594233,0
331519#783287#297055,0
174291#824328#256014,1
512989#771719#308623,0
69420#874417#205925,0
485887#884160#196182,1
561715#160253#927847,1
273563#1003942#76400,0
486335#836431#243911,0
188846#386282#693567,1
294274#304760#778346,1
107165#866421#213921,0
208433#799788#280554,0
362900#204732#880523,1
532532#842715#237627,0
213311#688081#392261,0
69296#687983#392359,0
204341#299841#783270,1
102546#645109#435233,1
261999#329292#751400,0
308755#25287#1012080,0
369654#807881#272461,1
6649#855618#224724,1
50707#539509#540833,0
211868#553930#526412,1
277477#272048#810967,1
179070#117659#970164,1
457657#1009471#70871,0
107113#873496#206846,1
282619#661631#418711,1
168392#834365#245977,0
393226#571780#508562,0
268830#435827#644405,0
631506#621800#458542,1
621150#730629#349713,0
148921#414442#665486,1
78830#966370#113972,0
299903#972622#107720,0
39159#125992#961840,1
538357#1041337#39005,1
566906#57413#1047551,1
238559#91295#996460,1
22201#952553#127789,1
191287#515432#564910,1
480724#565587#514755,0
305431#831018#249324,0
296565#487011#593331,0
561382#427283#652699,1
355568#789587#290755,0
24519#124540#963286,1
66160#819309#261033,0
43365#674751#405591,1
598681#205910#879359,0
533525#249657#833344,1
29991#620966#459376,0
586740#507130#573212,0
462060#267925#815085,1
260553#96733#991039,1
447861#149618#938475,0
381374#270527#812479,0
224556#744298#336044,1
619977#38566#1066522,1
415274#1051026#29316,0
238598#363218#716632,1
587895#349411#731346,1
600513#221936#860856,1
180726#279466#803578,1
215311#109009#978787,1
392587#600401#479941,1
292939#199473#888795,1
129385#296042#787062,1
572280#665761#414581,1
83909#322590#760549,1
53346#440085#640224,0
618224#300660#782455,0
570241#673345#406997,1
231889#317038#766104,1
271287#562126#518216,0
552338#451149#629209,0
270679#217197#849385,0
45200#535021#545321,1
123987#816676#263666,0
404460#153427#934677,0
349455#543775#536567,0
268510#544264#536078,0
50064#317036#766106,0
154877#127321#960526,1
30289#182827#905307,0
604863#389243#690608,1
606151#466542#613800,0
161845#144657#943444,1
598232#532635#547707,0
307372#32269#886367,0
43672#27353#753053,1
303031#943526#136816,0
225516#139618#948485,1
624179#683045#397297,1
180051#823583#256759,0
11008#463868#616474,1
578306#51146#1053776,0
547160#572119#508223,0
60782#501621#578721,1
41335#727962#352380,0
482361#857996#222346,0
228484#91561#996202,1
545736#365074#714783,0
210061#869920#210422,0
547645#876772#203570,1
11523#393846#686060,1
378692#537449#542893,1
523845#136918#951185,1
45761#633105#447237,0
438774#814152#266190,0
283680#882477#197865,1
402985#978623#101719,1
506696#633633#446709,0
147698#498881#581461,0
196342#506542#573800,0
568038#944948#135394,1
79459#828576#251766,0
299260#476363#603979,0
479287#622400#457942,0
13054#371769#708081,1
120396#299164#783933,0
407038#513473#566869,1
93345#1024081#56261,1
32588#328391#754767,1
86038#670862#409480,1
123025#43599#1061219,0
512752#907061#173281,1
616047#420286#659701,0
320114#1006012#74330,0
270789#135650#952438,1
80081#457732#622601,1
564478#1030809#49533,1
583540#356505#723358,0
566527#931567#148775,0
593763#1070200#10142,0
173262#783380#296962,1
406617#798056#282286,0
632954#254649#828343,1
228615#1013483#66859,0
395534#744084#336258,0
253306#119197#968631,0
159630#1060077#20265,0
446013#144165#943938,0
7524#1003603#76739,0
70065#501083#579259,0
543955#392409#687494,1
128035#409692#670226,0
167833#526766#553576,1
473402#278608#804432,1
266429#244879#838116,1
524039#764905#315437,0
558927#460275#620063,1
379165#158836#929275,1
451625#259828#823155,0
442127#1056882#23460,0
544672#1022212#58130,0
551909#346064#734636,1
356790#260426#822556,1
193264#388766#691093,1
585174#254702#828289,1
456833#676863#403479,0
